"sample","env","sex","lat","long","year","state","variable","value"
"HB0930","Ag","F",37.79382,-95.16832,1973,"Kansas","ALS653",0
"HB0970","Nat","F",42.370872,-88.121862,1925,"Illinois","ALS653",0
"HB0938","Ag","M",43.04956,-80.523938,1940,"Ontario","ALS653",0
"HB0932","Ag","M",37.29416,-95.210223,1994,"Kansas","ALS653",0
"HB0975","Nat","M",40.119754,-88.498602,1940,"Illinois","ALS653",0
"HB0941","Nat","",44.828922,-75.554629,1960,"Ontario","ALS653",0
"HB0960","Nat","F",37.364829,-88.482798,1919,"Illinois","ALS653",0
"HB0934","Nat","",43.89161,-81.312795,1889,"Ontario","ALS653",0
"HB0935","Ag","F",42.954827,-81.234897,1880,"Ontario","ALS653",0
"HB0937","Nat","",43.04267,-81.175264,1880,"Ontario","ALS653",0
"HB0939","Dist","F",42.86879,-79.617923,1960,"Ontario","ALS653",0
"HB0942","Nat","F",42.568369,-82.504545,1986,"Ontario","ALS653",0
"HB0959","Nat","F",41.826723,-87.82569,1882,"Illinois","ALS653",0
"HB0968","Nat","F",38.625,-90.16,1902,"Illinois","ALS653",NA
"HB0944","Dist","F",45.274525,-76.088545,1985,"Ontario","ALS653",0
"HB0948","Nat","M",43.89161,-81.312795,1990,"Ontario","ALS653",0
"HB0919","Dist","F",41.602259,-87.25837,1898,"Indiana","ALS653",0
"HB0949","Nat","M",43.083152,-81.166767,1880,"Ontario","ALS653",0
"HB0980","Nat","",40.634567,-91.179467,2009,"Illinois","ALS653",0
"HB0977","Nat","M",41.542549,-83.689433,1967,"Ohio","ALS653",0
"HB0963","Dist","F",43.06736,-79.084574,1995,"Ontario","ALS653",NA
"HB0952","Nat","F",41.829751,-88.177826,1897,"Illinois","ALS653",NA
"HB0978","Ag","F",38.779167,-89.640556,2005,"Illinois","ALS653",0
"HB0956","Nat","F",42.05088,-83.056715,1986,"Ontario","ALS653",NA
"HB0958","Dist","?",45.559302,-75.064719,1989,"Ontario","ALS653",0
"HB0909","Ag","F",41.782572,-90.138152,1946,"Illinois","ALS653",0
"HB0962","Nat","F",42.917996,-81.441417,1993,"Ontario","ALS653",0
"HB0964","Nat","F",38.55,-89.916667,1877,"Illinois","ALS653",0
"HB0974","Nat","M",38.572701,-90.229642,1933,"Missouri","ALS653",0
"HB0900","Nat","F",40.900098,-90.991298,1876,"Illinois","ALS653",0
"HB0967","Nat","F",41.829751,-88.177826,1897,"Illinois","ALS653",0
"5396","Nat","M",39.393248,-88.163216,2018,"Illinois","ALS653",0
"5395","Nat","M",38.558781,-90.447501,2018,"Missouri","ALS653",0
"5394","Ag","M",38.66890403,-90.63545798,2018,"Missouri","ALS653",0
"5385","Nat","M",39.393248,-88.163216,2018,"Illinois","ALS653",0
"5381","Ag","F",38.670222,-90.065665,2018,"Illinois","ALS653",0
"5378","Nat","M",38.732444,-89.277403,2018,"Illinois","ALS653",0.5
"5377","Nat","F",38.558781,-90.447501,2018,"Missouri","ALS653",0
"5375","Nat","F",39.393248,-88.163216,2018,"Illinois","ALS653",0
"5369","Nat","F",39.001464,-95.239938,2018,"Kansas","ALS653",0
"5359","Ag","F",39.01893298,-84.92674196,2018,"Indiana","ALS653",0
"5357","Ag","F",39.305104,-88.139778,2018,"Illinois","ALS653",0
"5348","Nat","F",40.57469501,-89.65567603,2018,"Illinois","ALS653",0
"5346","Ag","M",39.305104,-88.139778,2018,"Illinois","ALS653",0.5
"5079","Nat","M",39.393248,-88.163216,2018,"Illinois","ALS653",0
"4886","Ag","M",38.755485,-89.272475,2018,"Illinois","ALS653",0
"5393","Ag","M",39.305104,-88.139778,2018,"Illinois","ALS653",0
"5053","Nat","M",39.001464,-95.239938,2018,"Kansas","ALS653",0
"5223","Nat","F",38.732444,-89.277403,2018,"Illinois","ALS653",0
"5040","Nat","F",41.55656599,-83.66247503,2018,"Ohio","ALS653",0
"556","Ag",NA,38.63920603,-91.51230698,2018,"Missouri","ALS653",0
"503","Ag","F",41.06360497,-83.78943597,2018,"Ohio","ALS653",0
"5333","Ag","M",41.37218297,-83.79889,2018,"Ohio","ALS653",0
"4964","Nat","M",39.05562996,-84.89810603,2018,"Indiana","ALS653",0
"5015","Ag","M",41.37218297,-83.79889,2018,"Ohio","ALS653",0
"5002","Nat","F",41.03727398,-83.81345096,2018,"Ohio","ALS653",0
"4989","Ag","M",41.16467102,-87.81988903,2018,"Illinois","ALS653",0
"4968","Nat","F",39.001464,-95.239938,2018,"Kansas","ALS653",0
"5197","Ag","F",38.670222,-90.065665,2018,"Illinois","ALS653",0
"4966","Ag","F",39.305104,-88.139778,2018,"Illinois","ALS653",0
"5234","Ag","M",38.6589929,-90.7440433,2018,"Missouri","ALS653",0
"4965","Ag","F",40.55406597,-89.48221204,2018,"Illinois","ALS653",0
"4907","Ag","F",39.305104,-88.139778,2018,"Illinois","ALS653",0
"4862","Ag","F",38.782048,-95.171401,2018,"Kansas","ALS653",0.5
"4958","Nat","F",38.732444,-89.277403,2018,"Illinois","ALS653",0
"4955","Ag","F",41.37218297,-83.79889,2018,"Ohio","ALS653",0
"4935","Ag","M",38.670222,-90.065665,2018,"Illinois","ALS653",0
"4928","Ag","F",38.755485,-89.272475,2018,"Illinois","ALS653",0
"5343","Nat","M",38.558781,-90.447501,2018,"Missouri","ALS653",0
"5294","Nat","F",41.03727398,-83.81345096,2018,"Ohio","ALS653",0
"5031","Nat","M",38.558781,-90.447501,2018,"Missouri","ALS653",0
"4828","Ag","M",38.988681,-95.215847,2018,"Kansas","ALS653",1
"4925","Nat","F",38.699066,-90.068054,2018,"Illinois","ALS653",0
"4921","Nat","F",38.927036,-95.241462,2018,"Kansas","ALS653",0
"5323","Ag","M",39.305104,-88.139778,2018,"Illinois","ALS653",0
"5389","Nat","F",41.03727398,-83.81345096,2018,"Ohio","ALS653",0
"4948","Ag","M",38.63920603,-91.51230698,2018,"Missouri","ALS653",0
"4902","Nat","M",38.66783702,-91.55559699,2018,"Missouri","ALS653",0
"4917","Ag","M",41.37218297,-83.79889,2018,"Ohio","ALS653",0
"4899","Ag","M",38.755485,-89.272475,2018,"Illinois","ALS653",0
"5008","Ag","M",38.755485,-89.272475,2018,"Illinois","ALS653",0
"4854","Ag","F",39.305104,-88.139778,2018,"Illinois","ALS653",0
"5262","Ag","M",40.82949003,-88.66930699,2018,"Illinois","ALS653",0
"4822","Nat","M",38.732444,-89.277403,2018,"Illinois","ALS653",0
"5073","Ag","F",38.988681,-95.215847,2018,"Kansas","ALS653",0.5
"4979","Nat","M",39.393248,-88.163216,2018,"Illinois","ALS653",0
"4820","Ag","M",40.17519498,-90.26269396,2018,"Illinois","ALS653",0
"4821","Nat","F",38.66783702,-91.55559699,2018,"Missouri","ALS653",0
"4814","Ag","F",39.463458,-91.98047097,2018,"Missouri","ALS653",0
"5258","Ag","F",38.670222,-90.065665,2018,"Illinois","ALS653",0
"4819","Nat","M",40.87326997,-88.62446599,2018,"Illinois","ALS653",0
"5122","Ag","F",41.06360497,-83.78943597,2018,"Ohio","ALS653",0.5
"5205","Nat","M",39.46407096,-91.68243396,2018,"Missouri","ALS653",0
"4909","Ag","M",41.16467102,-87.81988903,2018,"Illinois","ALS653",0
"5018","Ag","M",41.06360497,-83.78943597,2018,"Ohio","ALS653",0
"4960","Nat","F",41.31732501,-86.746256,2018,"Indiana","ALS653",0
"4876","Nat","F",41.55656599,-83.66247503,2018,"Ohio","ALS653",0
"4944","Nat","F",40.12487104,-90.36914203,2018,"Illinois","ALS653",0
"4919","Nat","F",39.05562996,-84.89810603,2018,"Indiana","ALS653",0
"5271","Ag","F",38.988681,-95.215847,2018,"Kansas","ALS653",0
"4826","Nat","M",38.699066,-90.068054,2018,"Illinois","ALS653",0
"4888","Nat","F",41.55656599,-83.66247503,2018,"Ohio","ALS653",0
"5264","Ag","M",38.782048,-95.171401,2018,"Kansas","ALS653",0
"5145","Ag","F",40.17519498,-90.26269396,2018,"Illinois","ALS653",0
"5061","Ag","M",39.463458,-91.98047097,2018,"Missouri","ALS653",0
"5066","Nat","M",41.55656599,-83.66247503,2018,"Ohio","ALS653",0
"4887","Ag","F",40.82949003,-88.66930699,2018,"Illinois","ALS653",0
"4830","Nat","F",39.46407096,-91.68243396,2018,"Missouri","ALS653",0
"5296","Ag","M",38.988681,-95.215847,2018,"Kansas","ALS653",0
"4806","Nat","F",38.65643696,-90.73639403,2018,"Missouri","ALS653",0.5
"4802","Ag","F",40.55406597,-89.48221204,2018,"Illinois","ALS653",0
"5006","Nat","F",41.15132703,-87.89857297,2018,"Illinois","ALS653",0
"5171","Nat","M",39.001464,-95.239938,2018,"Kansas","ALS653",0.5
"4803","Nat","F",39.393248,-88.163216,2018,"Illinois","ALS653",0
"5156","Nat","M",41.15132703,-87.89857297,2018,"Illinois","ALS653",0.5
"4873","Ag","F",41.16467102,-87.81988903,2018,"Illinois","ALS653",0
"5219","Nat","M",41.03727398,-83.81345096,2018,"Ohio","ALS653",0
"4981","Ag","F",38.63920603,-91.51230698,2018,"Missouri","ALS653",0
"5233","Ag","F",40.17519498,-90.26269396,2018,"Illinois","ALS653",0.5
"5117","Ag","M",41.16467102,-87.81988903,2018,"Illinois","ALS653",0
"4869","Nat","F",39.001464,-95.239938,2018,"Kansas","ALS653",0
"5137","Nat","F",40.87326997,-88.62446599,2018,"Illinois","ALS653",0
"4832","Nat","M",41.15132703,-87.89857297,2018,"Illinois","ALS653",0
"4912","Nat","F",39.393248,-88.163216,2018,"Illinois","ALS653",0
"4982","Ag","M",41.35604002,-86.73699299,2018,"Indiana","ALS653",0
"5380","Ag","M",40.17519498,-90.26269396,2018,"Illinois","ALS653",0
"5329","Nat","M",40.12487104,-90.36914203,2018,"Illinois","ALS653",0
"5084","Ag","F",38.66890403,-90.63545798,2018,"Missouri","ALS653",0
"5330","Nat","M",41.03727398,-83.81345096,2018,"Ohio","ALS653",0
"5136","Ag","F",39.01893298,-84.92674196,2018,"Indiana","ALS653",0
"4846","Nat","M",38.927036,-95.241462,2018,"Kansas","ALS653",0
"4809","Nat","F",40.57469501,-89.65567603,2018,"Illinois","ALS653",0
"4850","Ag","F",41.06360497,-83.78943597,2018,"Ohio","ALS653",0
"5032","Ag","F",41.37218297,-83.79889,2018,"Ohio","ALS653",0
"5242","Ag","F",38.755485,-89.272475,2018,"Illinois","ALS653",0
"4861","Ag","F",39.305104,-88.139778,2018,"Illinois","ALS653",0
"4882","Nat","M",39.46407096,-91.68243396,2018,"Missouri","ALS653",0
"4933","Nat","M",39.001464,-95.239938,2018,"Kansas","ALS653",0
"4895","Ag","F",38.782048,-95.171401,2018,"Kansas","ALS653",0.5
"4875","Ag","F",41.37218297,-83.79889,2018,"Ohio","ALS653",0
"450","Nat","F",41.31732501,-86.746256,2018,"Indiana","ALS653",0
"4891","Nat","M",41.31732501,-86.746256,2018,"Indiana","ALS653",0.5
"5225","Ag","M",38.988681,-95.215847,2018,"Kansas","ALS653",0
"5086","Ag","M",41.37218297,-83.79889,2018,"Ohio","ALS653",0
"5221","Nat","M",41.31732501,-86.746256,2018,"Indiana","ALS653",0
"5097","Ag","F",38.755485,-89.272475,2018,"Illinois","ALS653",0
"5098","Ag","F",41.16467102,-87.81988903,2018,"Illinois","ALS653",0
"4813","Nat","F",38.927036,-95.241462,2018,"Kansas","ALS653",0
"5099","Ag","M",38.670222,-90.065665,2018,"Illinois","ALS653",0
"5102","Ag","F",38.988681,-95.215847,2018,"Kansas","ALS653",0.5
"5216","Ag","M",41.06360497,-83.78943597,2018,"Ohio","ALS653",0
"5387","Ag","F",38.63920603,-91.51230698,2018,"Missouri","ALS653",0
"5105","Nat","M",38.927036,-95.241462,2018,"Kansas","ALS653",0
"5110","Nat","F",39.05562996,-84.89810603,2018,"Indiana","ALS653",0
"5125","Nat","F",41.15132703,-87.89857297,2018,"Illinois","ALS653",0
"5134","Ag","F",39.01893298,-84.92674196,2018,"Indiana","ALS653",0
"5142","Ag","F",41.35604002,-86.73699299,2018,"Indiana","ALS653",0
"5144","Ag","M",39.01893298,-84.92674196,2018,"Indiana","ALS653",0
"342","Ag","F",40.55406597,-89.48221204,2018,"Illinois","ALS653",0
"5147","Ag","F",38.755485,-89.272475,2018,"Illinois","ALS653",0
"5115","Nat","M",39.05562996,-84.89810603,2018,"Indiana","ALS653",0
"5150","Ag","M",39.305104,-88.139778,2018,"Illinois","ALS653",0
"5151","Nat","F",38.732444,-89.277403,2018,"Illinois","ALS653",0
"4801","Ag","M",38.63920603,-91.51230698,2018,"Missouri","ALS653",0
"5238","Ag","M",38.988681,-95.215847,2018,"Kansas","ALS653",0.5
"5163","Nat","F",38.927036,-95.241462,2018,"Kansas","ALS653",0
"5089","Nat","F",38.65643696,-90.73639403,2018,"Missouri","ALS653",0.5
"5165","Ag","M",38.755485,-89.272475,2018,"Illinois","ALS653",0
"5320","Nat","M",38.66783702,-91.55559699,2018,"Missouri","ALS653",0
"5202","Nat","F",39.393248,-88.163216,2018,"Illinois","ALS653",0
"5176","Ag","M",38.66890403,-90.63545798,2018,"Missouri","ALS653",0
"5183","Nat","F",41.31732501,-86.746256,2018,"Indiana","ALS653",0
"4984","Nat","M",38.732444,-89.277403,2018,"Illinois","ALS653",0
"5203","Ag","M",38.782048,-95.171401,2018,"Kansas","ALS653",0.5
"5157","Nat","M",38.65643696,-90.73639403,2018,"Missouri","ALS653",0.5
"5287","Ag","F",38.782048,-95.171401,2018,"Kansas","ALS653",0
"4810","Nat","M",38.732444,-89.277403,2018,"Illinois","ALS653",0
"5204","Nat","F",38.927036,-95.241462,2018,"Kansas","ALS653",0.5
"5116","Nat","F",38.732444,-89.277403,2018,"Illinois","ALS653",0
"5206","Nat","F",39.393248,-88.163216,2018,"Illinois","ALS653",0
"4939","Nat","M",38.66783702,-91.55559699,2018,"Missouri","ALS653",0.5
"5208","Nat","F",40.12487104,-90.36914203,2018,"Illinois","ALS653",0
"5209","Nat","F",38.699066,-90.068054,2018,"Illinois","ALS653",0
"5368","Nat","F",38.66783702,-91.55559699,2018,"Missouri","ALS653",0
"5213","Nat","M",40.57469501,-89.65567603,2018,"Illinois","ALS653",0
"5400","Ag","M",38.63920603,-91.51230698,2018,"Missouri","ALS653",0
"5220","Nat","M",38.65643696,-90.73639403,2018,"Missouri","ALS653",0
"5222","Ag","M",41.16467102,-87.81988903,2018,"Illinois","ALS653",0
"5249","Ag","M",38.66890403,-90.63545798,2018,"Missouri","ALS653",0
"5227","Ag","F",38.66890403,-90.63545798,2018,"Missouri","ALS653",0
"4866","Nat","F",38.699066,-90.068054,2018,"Illinois","ALS653",0
"5239","Ag","F",38.755485,-89.272475,2018,"Illinois","ALS653",0
"5161","Nat","M",38.558781,-90.447501,2018,"Missouri","ALS653",0
"5317","Nat","M",39.001464,-95.239938,2018,"Kansas","ALS653",0.5
"5285","Ag","F",41.16467102,-87.81988903,2018,"Illinois","ALS653",0
"5261","Ag","M",39.305104,-88.139778,2018,"Illinois","ALS653",0
"5268","Ag","M",41.35604002,-86.73699299,2018,"Indiana","ALS653",0.5
"5270","Ag","M",38.6589929,-90.7440433,2018,"Missouri","ALS653",0
"5100","Nat","F",38.927036,-95.241462,2018,"Kansas","ALS653",0
"5247","Ag","F",41.35604002,-86.73699299,2018,"Indiana","ALS653",0
"5277","Nat","F",40.87326997,-88.62446599,2018,"Illinois","ALS653",0
"5284","Nat","M",38.699066,-90.068054,2018,"Illinois","ALS653",0
"5300","Nat","F",40.57469501,-89.65567603,2018,"Illinois","ALS653",0
"5244","Ag","F",38.988681,-95.215847,2018,"Kansas","ALS653",0
"5326","Nat","M",41.15132703,-87.89857297,2018,"Illinois","ALS653",0
"5312","Nat","F",38.732444,-89.277403,2018,"Illinois","ALS653",0.5
"5316","Nat","M",40.12487104,-90.36914203,2018,"Illinois","ALS653",0
"5170","Ag","F",38.6589929,-90.7440433,2018,"Missouri","ALS653",0
"5321","Nat","M",39.001464,-95.239938,2018,"Kansas","ALS653",0
"4977","Nat","F",40.87326997,-88.62446599,2018,"Illinois","ALS653",0.5
"4841","Nat","M",40.87326997,-88.62446599,2018,"Illinois","ALS653",0
"4860","Nat","M",40.57469501,-89.65567603,2018,"Illinois","ALS653",0
"5138","Nat","F",41.55656599,-83.66247503,2018,"Ohio","ALS653",0
"5325","Nat","M",40.57469501,-89.65567603,2018,"Illinois","ALS653",0
"5334","Nat","M",40.12487104,-90.36914203,2018,"Illinois","ALS653",0
"5189","Nat","M",41.15132703,-87.89857297,2018,"Illinois","ALS653",0
"5169","Nat","M",41.55656599,-83.66247503,2018,"Ohio","ALS653",0
"5337","Nat","M",41.55656599,-83.66247503,2018,"Ohio","ALS653",0
"HB0998","Dist","M",44.988422,-74.996022,1958,"Ontario","ALS574",0
"HB0997","Nat","F",42.847407,-79.555433,1988,"Ontario","ALS574",0
"HB0995","Nat","",44.951292,-75.483802,1960,"Ontario","ALS574",0
"HB0994","Nat","M",44.486839,-77.458612,1937,"Ontario","ALS574",0
"HB0992","Nat","F",45.046655,-76.230997,1949,"Ontario","ALS574",0
"HB0991","Nat","F",45.13414,-74.575361,1964,"Ontario","ALS574",0
"HB0990","Nat","M",41.683999,-82.682764,1998,"Ontario","ALS574",0
"HB0986","Nat","M",45.457179,-75.676253,1954,"Ontario","ALS574",0
"HB0985","Dist","F",45.19477,-75.78076,1955,"Ontario","ALS574",0
"HB0983","Ag","M",37.204167,-94.344167,1919,"Missouri","ALS574",0
"HB0982","Dist","F",37.923333,-89.893333,2011,"Illinois","ALS574",0
"HB0979","Nat","F",38.665567,-90.70705,2009,"Missouri","ALS574",0
"HB0976","Nat","F",40.720818,-89.597212,1962,"Illinois","ALS574",0
"HB0973","Ag","M",38.715451,-90.48898,1930,"Missouri","ALS574",0
"HB0972","Dist","M",38.495758,-90.217877,1927,"Illinois","ALS574",0
"HB0922","Ag","M",39.482726,-86.019624,1952,"Indiana","ALS574",0
"HB1011","Dist","M",41.864251,-88.103346,1894,"Illinois","ALS574",0
"HB1000","Dist","F",42.468738,-82.407807,1934,"Ontario","ALS574",0
"HB0918","Nat","M",41.03944444,-84.15694444,1991,"Ohio","ALS574",0
"HB1007","Nat","F",43.030996,-81.349254,1966,"Ontario","ALS574",0
"HB0936","Nat","",45.319337,-75.093578,1891,"Ontario","ALS574",0
"HB1004","Nat","",42.959472,-81.309866,1828,"Ontario","ALS574",0
"HB1003","Ag","F",43.455939,-80.290772,1961,"Ontario","ALS574",0
"HB0999","Nat","M",41.683999,-82.682764,1938,"Ontario","ALS574",0
"HB1005","Nat","M",42.980389,-81.344198,1828,"Ontario","ALS574",0
"HB0924","Nat","M",39.15556,-94.39333,1897,"Missouri","ALS574",0
"HB0923","Ag","F",39.43257,-87.380135,2007,"Indiana","ALS574",0
"HB0920","Ag","F",37.870283,-87.634147,1941,"Indiana","ALS574",0
"HB0921","Ag","",37.979365,-87.544518,1941,"Indiana","ALS574",0
"HB0945","Nat","F",44.485637,-79.99545,1988,"Ontario","ALS574",0
"HB0907","Dist","M",41.818787,-87.706608,1897,"Illinois","ALS574",0
"HB0989","Nat","F",41.93464,-82.505179,1988,"Ontario","ALS574",0
"HB1009","Nat","F",43.892294,-81.312444,1903,"Ontario","ALS574",0
"HB1006","Ag","M",43.455939,-80.290772,1961,"Ontario","ALS574",0
"HB0901","Nat","M",41.154318,-87.919365,1870,"Illinois","ALS574",0
"HB0981","Nat","M",38.911389,-91.592778,2010,"Missouri","ALS574",NA
"HB0957","Nat","M",39.578464,-89.730027,1946,"Illinois","ALS574",NA
"HB0911","Ag","F",39.127901,-89.860508,1947,"Illinois","ALS574",0
"HB0928","Ag","M",38.9365,-95.22391,1940,"Kansas","ALS574",0
"HB0971","Nat","M",38.595548,-90.767735,1927,"Missouri","ALS574",0
"HB1001","Nat","M",43.352835,-80.316045,1939,"Ontario","ALS574",0
"HB1010","Dist","M",41.640523,-87.626446,1906,"Illinois","ALS574",0
"HB0969","Ag","F",38.603097,-90.257021,1912,"Missouri","ALS574",0
"HB0933","Dist","F",43.892294,-81.312444,1891,"Ontario","ALS574",0
"HB0908","Dist","M",40.114645,-87.875056,1952,"Illinois","ALS574",0
"HB0950","Ag","M",41.766065,-84.227971,2001,"Michigan","ALS574",0
"HB0993","Dist","M",42.957915,-82.393943,1960,"Ontario","ALS574",0
"HB0914","Ag","M",41.67333333,-84.32694444,1895,"Ohio","ALS574",0
"HB0910","Dist","M",42.481444,-88.157622,1948,"Illinois","ALS574",0
"HB0912","Ag","M",41.457917,-88.308444,2005,"Illinois","ALS574",1
"HB0951","Ag","F",42.979577,-82.470627,1909,"Michigan","ALS574",NA
"HB0988","Nat","M",43.035303,-79.897787,1951,"Ontario","ALS574",0
"HB0913","Ag","M",39.959059,-90.611708,2000,"Illinois","ALS574",0
"HB0954","Nat","",39.14757,-84.753428,1833,"Ohio","ALS574",0
"HB0931","Ag","F",39.70289,-95.30739,1981,"Kansas","ALS574",0
"HB0917","Ag","F",40.67861111,-84.51861111,1956,"Ohio","ALS574",0
"HB0902","Nat","M",40.900098,-90.991298,1875,"Illinois","ALS574",0
"HB0904","Dist","F",41.779452,-87.61641,1892,"Illinois","ALS574",0
"HB0916","Dist","F",39.82083333,-84.01944444,1955,"Ohio","ALS574",0
"HB0947","Nat","M",43.997787,-77.729332,1997,"Ontario","ALS574",0
"HB0961","Dist","M",40.061911,-88.105443,1949,"Illinois","ALS574",0
"HB0966","Nat","F",38.509011,-90.177817,1893,"Illinois","ALS574",0
"HB0903","Nat","F",41.823199,-88.174393,1897,"Illinois","ALS574",0
"HB0925","Ag","M",39.813187,-95.160615,1913,"Kansas","ALS574",0
"HB0943","Nat","F",43.174444,-79.375015,1991,"Ontario","ALS574",0
"HB0926","Ag","M",39.813187,-95.160615,1913,"Kansas","ALS574",0
"HB0927","Nat","M",39.000784,-95.626093,1949,"Kansas","ALS574",0
"HB0987","Nat","M",47.387012,-77.283366,1921,"Ontario","ALS574",0
"HB0940","Nat","F",42.48877,-82.413605,1950,"Ontario","ALS574",0
"HB0929","Ag","F",37.09524,-96.07752,1970,"Kansas","ALS574",0
"HB0955","Ag","F",45.966667,-81.933333,1932,"Ontario","ALS574",0
"HB0930","Ag","F",37.79382,-95.16832,1973,"Kansas","ALS574",0
"HB0970","Nat","F",42.370872,-88.121862,1925,"Illinois","ALS574",0
"HB0938","Ag","M",43.04956,-80.523938,1940,"Ontario","ALS574",0
"HB0932","Ag","M",37.29416,-95.210223,1994,"Kansas","ALS574",0
"HB0975","Nat","M",40.119754,-88.498602,1940,"Illinois","ALS574",0
"HB0941","Nat","",44.828922,-75.554629,1960,"Ontario","ALS574",0
"HB0960","Nat","F",37.364829,-88.482798,1919,"Illinois","ALS574",0
"HB0934","Nat","",43.89161,-81.312795,1889,"Ontario","ALS574",0
"HB0935","Ag","F",42.954827,-81.234897,1880,"Ontario","ALS574",0
"HB0937","Nat","",43.04267,-81.175264,1880,"Ontario","ALS574",0
"HB0939","Dist","F",42.86879,-79.617923,1960,"Ontario","ALS574",0
"HB0942","Nat","F",42.568369,-82.504545,1986,"Ontario","ALS574",NA
"HB0959","Nat","F",41.826723,-87.82569,1882,"Illinois","ALS574",0
"HB0968","Nat","F",38.625,-90.16,1902,"Illinois","ALS574",0
"HB0944","Dist","F",45.274525,-76.088545,1985,"Ontario","ALS574",0
"HB0948","Nat","M",43.89161,-81.312795,1990,"Ontario","ALS574",0
"HB0919","Dist","F",41.602259,-87.25837,1898,"Indiana","ALS574",0
"HB0949","Nat","M",43.083152,-81.166767,1880,"Ontario","ALS574",0
"HB0980","Nat","",40.634567,-91.179467,2009,"Illinois","ALS574",0
"HB0977","Nat","M",41.542549,-83.689433,1967,"Ohio","ALS574",0
"HB0963","Dist","F",43.06736,-79.084574,1995,"Ontario","ALS574",0
"HB0952","Nat","F",41.829751,-88.177826,1897,"Illinois","ALS574",NA
"HB0978","Ag","F",38.779167,-89.640556,2005,"Illinois","ALS574",1
"HB0956","Nat","F",42.05088,-83.056715,1986,"Ontario","ALS574",0
"HB0958","Dist","?",45.559302,-75.064719,1989,"Ontario","ALS574",0
"HB0909","Ag","F",41.782572,-90.138152,1946,"Illinois","ALS574",0
"HB0962","Nat","F",42.917996,-81.441417,1993,"Ontario","ALS574",0
"HB0964","Nat","F",38.55,-89.916667,1877,"Illinois","ALS574",0
"HB0974","Nat","M",38.572701,-90.229642,1933,"Missouri","ALS574",0
"HB0900","Nat","F",40.900098,-90.991298,1876,"Illinois","ALS574",0
"HB0967","Nat","F",41.829751,-88.177826,1897,"Illinois","ALS574",0
"5396","Nat","M",39.393248,-88.163216,2018,"Illinois","ALS574",1
"5395","Nat","M",38.558781,-90.447501,2018,"Missouri","ALS574",1
"5394","Ag","M",38.66890403,-90.63545798,2018,"Missouri","ALS574",0.5
"5385","Nat","M",39.393248,-88.163216,2018,"Illinois","ALS574",0
"5381","Ag","F",38.670222,-90.065665,2018,"Illinois","ALS574",0.5
"5378","Nat","M",38.732444,-89.277403,2018,"Illinois","ALS574",0.5
"5377","Nat","F",38.558781,-90.447501,2018,"Missouri","ALS574",0
"5375","Nat","F",39.393248,-88.163216,2018,"Illinois","ALS574",0
"5369","Nat","F",39.001464,-95.239938,2018,"Kansas","ALS574",0.5
"5359","Ag","F",39.01893298,-84.92674196,2018,"Indiana","ALS574",0.5
"5357","Ag","F",39.305104,-88.139778,2018,"Illinois","ALS574",0
"5348","Nat","F",40.57469501,-89.65567603,2018,"Illinois","ALS574",0
"5346","Ag","M",39.305104,-88.139778,2018,"Illinois","ALS574",0
"5079","Nat","M",39.393248,-88.163216,2018,"Illinois","ALS574",0.5
"4886","Ag","M",38.755485,-89.272475,2018,"Illinois","ALS574",0.5
"5393","Ag","M",39.305104,-88.139778,2018,"Illinois","ALS574",0.5
"5053","Nat","M",39.001464,-95.239938,2018,"Kansas","ALS574",0.5
"5223","Nat","F",38.732444,-89.277403,2018,"Illinois","ALS574",1
"5040","Nat","F",41.55656599,-83.66247503,2018,"Ohio","ALS574",0
"556","Ag",NA,38.63920603,-91.51230698,2018,"Missouri","ALS574",0
"503","Ag","F",41.06360497,-83.78943597,2018,"Ohio","ALS574",0
"5333","Ag","M",41.37218297,-83.79889,2018,"Ohio","ALS574",0.5
"4964","Nat","M",39.05562996,-84.89810603,2018,"Indiana","ALS574",0
"5015","Ag","M",41.37218297,-83.79889,2018,"Ohio","ALS574",0
"5002","Nat","F",41.03727398,-83.81345096,2018,"Ohio","ALS574",0
"4989","Ag","M",41.16467102,-87.81988903,2018,"Illinois","ALS574",0.5
"4968","Nat","F",39.001464,-95.239938,2018,"Kansas","ALS574",1
"5197","Ag","F",38.670222,-90.065665,2018,"Illinois","ALS574",0
"4966","Ag","F",39.305104,-88.139778,2018,"Illinois","ALS574",0
"5234","Ag","M",38.6589929,-90.7440433,2018,"Missouri","ALS574",0
"4965","Ag","F",40.55406597,-89.48221204,2018,"Illinois","ALS574",0
"4907","Ag","F",39.305104,-88.139778,2018,"Illinois","ALS574",0
"4862","Ag","F",38.782048,-95.171401,2018,"Kansas","ALS574",0.5
"4958","Nat","F",38.732444,-89.277403,2018,"Illinois","ALS574",0
"4955","Ag","F",41.37218297,-83.79889,2018,"Ohio","ALS574",0.5
"4935","Ag","M",38.670222,-90.065665,2018,"Illinois","ALS574",1
"4928","Ag","F",38.755485,-89.272475,2018,"Illinois","ALS574",0
"5343","Nat","M",38.558781,-90.447501,2018,"Missouri","ALS574",0
"5294","Nat","F",41.03727398,-83.81345096,2018,"Ohio","ALS574",0
"5031","Nat","M",38.558781,-90.447501,2018,"Missouri","ALS574",0
"4828","Ag","M",38.988681,-95.215847,2018,"Kansas","ALS574",0
"4925","Nat","F",38.699066,-90.068054,2018,"Illinois","ALS574",0
